user,employee_name,department,usb_count,gece_email,night_activity,gece_dosya_islemi,ultimate_risk_skoru
IWM0816,Personel_IWM0816,Bilişim / Finans,0.0,91.0,692,0.0,0.25
TAP0551,Personel_TAP0551,Bilişim / Finans,10.0,99.0,383,0.0,96.45
CAM0681,Personel_CAM0681,Bilişim / Finans,89.0,117.0,504,42.0,4.3
JPA0667,Personel_JPA0667,Bilişim / Finans,0.0,214.0,346,0.0,0.25
KMS0657,Personel_KMS0657,Bilişim / Finans,0.0,0.0,346,0.0,0.2
TVS0006,Personel_TVS0006,Bilişim / Finans,0.0,411.0,350,0.0,0.03
LJR0523,Personel_LJR0523,Bilişim / Finans,12.0,43.0,94,0.0,95.93
RJM0381,Personel_RJM0381,Bilişim / Finans,0.0,254.0,348,0.0,0.05
SCP0130,Personel_SCP0130,Bilişim / Finans,12.0,30.0,357,86.0,0.0
AJF0370,Personel_AJF0370,Bilişim / Finans,2540.0,226.0,2311,650.0,0.06
NLO0131,Personel_NLO0131,Bilişim / Finans,0.0,0.0,346,0.0,0.3
RNP0211,Personel_RNP0211,Bilişim / Finans,363.0,185.0,346,144.0,0.04
AKK0329,Personel_AKK0329,Bilişim / Finans,0.0,65.0,692,0.0,0.12
ELT0769,Personel_ELT0769,Bilişim / Finans,0.0,0.0,346,0.0,0.17
CLD0894,Personel_CLD0894,Bilişim / Finans,0.0,0.0,346,0.0,0.15
NOB0181,Personel_NOB0181,Bilişim / Finans,180.0,39.0,1018,70.0,19.41
KKW0879,Personel_KKW0879,Bilişim / Finans,829.0,129.0,443,96.0,0.02
CKP0721,Personel_CKP0721,Bilişim / Finans,0.0,0.0,346,0.0,0.36
KCB0815,Personel_KCB0815,Bilişim / Finans,0.0,47.0,692,0.0,0.21
EHB0824,Personel_EHB0824,Bilişim / Finans,26.0,0.0,328,0.0,99.24
RDT0424,Personel_RDT0424,Bilişim / Finans,73.0,130.0,603,20.0,2.58
RKF0164,Personel_RKF0164,Bilişim / Finans,0.0,360.0,335,0.0,0.0
ETR0428,Personel_ETR0428,Bilişim / Finans,0.0,214.0,374,0.0,0.15
BLS0678,Personel_BLS0678,Bilişim / Finans,8.0,145.0,208,0.0,99.48
SAB0781,Personel_SAB0781,Bilişim / Finans,60.0,24.0,346,81.0,0.06
QPM0727,Personel_QPM0727,Bilişim / Finans,0.0,0.0,346,0.0,22.82
NUL0471,Personel_NUL0471,Bilişim / Finans,0.0,8.0,557,0.0,0.36
NRD0548,Personel_NRD0548,Bilişim / Finans,0.0,0.0,481,0.0,0.34
DGF0443,Personel_DGF0443,Bilişim / Finans,0.0,0.0,346,0.0,0.34
EMS0317,Personel_EMS0317,Bilişim / Finans,0.0,129.0,346,0.0,1.26
NAB0903,Personel_NAB0903,Bilişim / Finans,0.0,0.0,346,0.0,0.17
DIB0285,Personel_DIB0285,Bilişim / Finans,12.0,54.0,184,18.0,98.63
AVM0947,Personel_AVM0947,Bilişim / Finans,1149.0,2.0,390,462.0,0.0
KNW0644,Personel_KNW0644,Bilişim / Finans,0.0,20.0,346,0.0,0.22
THD0448,Personel_THD0448,Bilişim / Finans,0.0,2.0,534,0.0,0.54
AAF0791,Personel_AAF0791,Bilişim / Finans,0.0,0.0,346,0.0,37.3
MGS0974,Personel_MGS0974,Bilişim / Finans,20.0,142.0,628,12.0,0.07
JMB0308,Personel_JMB0308,Bilişim / Finans,16.0,62.0,161,0.0,99.82
BQS0525,Personel_BQS0525,Bilişim / Finans,3.0,8.0,20,1.0,15.42
LLV0602,Personel_LLV0602,Bilişim / Finans,0.0,79.0,346,0.0,0.5
HCW0419,Personel_HCW0419,Bilişim / Finans,0.0,146.0,530,0.0,0.06
CTR0341,Personel_CTR0341,Bilişim / Finans,0.0,35.0,1195,0.0,1.06
AJR0319,Personel_AJR0319,Bilişim / Finans,0.0,184.0,446,0.0,0.03
IEB0153,Personel_IEB0153,Bilişim / Finans,0.0,17.0,747,0.0,5.9
KAT0489,Personel_KAT0489,Bilişim / Finans,0.0,203.0,346,0.0,0.0
FIR0920,Personel_FIR0920,Bilişim / Finans,0.0,63.0,746,0.0,0.03
APG0307,Personel_APG0307,Bilişim / Finans,0.0,10.0,363,0.0,0.68
MES0407,Personel_MES0407,Bilişim / Finans,0.0,203.0,583,0.0,0.02
LHB0606,Personel_LHB0606,Bilişim / Finans,0.0,71.0,82,0.0,26.49
DSB0731,Personel_DSB0731,Bilişim / Finans,0.0,101.0,346,0.0,0.94
JRS0362,Personel_JRS0362,Bilişim / Finans,0.0,0.0,2150,0.0,14.05
NGF0157,Personel_NGF0157,Bilişim / Finans,61.0,46.0,507,20.0,95.21
EDB0714,Personel_EDB0714,Bilişim / Finans,144.0,10.0,242,29.0,98.6
